starttime,detector_id,speed,volume,traveltime
2020-06-01T00:00:00-07:00,5138,59.6,7038,0.81
2020-06-01T00:00:00-07:00,1000101,55.3,10581,0.41
2020-06-01T00:00:00-07:00,102279,57.87,14819,0.94
2020-06-01T00:00:00-07:00,102280,62.95,14934,0.87
2020-06-01T00:00:00-07:00,5023,53.76,14885,0.56
2020-06-01T00:00:00-07:00,100608,54.01,6952,10.95
2020-06-01T00:00:00-07:00,100765,60.48,12920,0.7
2020-06-01T00:00:00-07:00,101146,57.17,5209,1
2020-06-01T00:00:00-07:00,5532,0,14290,
2020-06-01T00:00:00-07:00,102281,68.7,12176,0.79
2020-06-01T00:00:00-07:00,102282,59.38,13393,0.34
2020-06-01T00:00:00-07:00,100179,59.84,9947,0.79
2020-06-01T00:00:00-07:00,102308,53.89,16062,0.77
2020-06-01T00:00:00-07:00,100613,60.71,6715,4.13
2020-06-01T00:00:00-07:00,100939,62.4,15745,1.45
2020-06-01T00:00:00-07:00,102283,63.95,15191,0.31
2020-06-01T00:00:00-07:00,1000155,64.55,15606,0.8
2020-06-01T00:00:00-07:00,100085,57.03,11329,0.27
2020-06-01T00:00:00-07:00,102307,48.29,8593,0.86
2020-06-01T00:00:00-07:00,102284,70.19,12464,0.29
2020-06-01T00:00:00-07:00,100363,61.84,6287,0.16
2020-06-01T00:00:00-07:00,5531,,0,
2020-06-01T00:00:00-07:00,102285,58.55,14463,0.4
2020-06-01T00:00:00-07:00,101058,67.3,15735,1.44
2020-06-01T00:00:00-07:00,102305,64.15,13124,0.64
2020-06-01T00:00:00-07:00,100609,51.69,11096,11.45
2020-06-01T00:00:00-07:00,100333,49.16,6322,1.39
2020-06-01T00:00:00-07:00,5139,59.85,7018,0.8
2020-06-01T00:00:00-07:00,1000171,53.91,14366,1.04
2020-06-01T00:00:00-07:00,100612,60.47,3179,0.88
2020-06-01T00:00:00-07:00,102286,64.7,13980,0.37
2020-06-01T00:00:00-07:00,5782,54.86,5016,0.98
2020-06-01T00:00:00-07:00,5067,60,2372,0.65
2020-06-01T00:00:00-07:00,102287,59.1,14671,0.61
2020-06-01T00:00:00-07:00,5530,62.26,14765,2.9
2020-06-01T00:00:00-07:00,100611,57.59,6208,0.92
2020-06-01T00:00:00-07:00,100795,54.78,7813,0.76
2020-06-01T00:00:00-07:00,102304,57.95,13533,0.7
2020-06-01T00:00:00-07:00,102288,63.48,12949,0.57
2020-06-01T00:00:00-07:00,102290,59.16,10852,0.68
2020-06-01T00:00:00-07:00,100530,56.73,17174,0.72
2020-06-01T00:00:00-07:00,102291,60.01,12535,0.67
2020-06-01T00:00:00-07:00,101147,56.64,10123,1.01
2020-06-01T00:00:00-07:00,102303,52.74,4757,0.77
2020-06-01T00:00:00-07:00,100334,51.95,17729,1.32
2020-06-01T00:00:00-07:00,100610,42.99,1286,13.76
2020-06-01T00:00:00-07:00,5152,48.86,10061,0.89
2020-06-01T00:00:00-07:00,102292,66.19,13443,0.61
2020-06-01T00:00:00-07:00,101148,59.78,12792,0.95
2020-06-01T00:00:00-07:00,102301,60.91,15348,1.65
2020-06-01T00:00:00-07:00,1000079,53.04,15159,1.12
2020-06-01T00:00:00-07:00,100764,55.69,7698,0.76
2020-06-01T00:00:00-07:00,100299,55.09,15112,0.63
2020-06-01T00:00:00-07:00,102295,57.54,13542,0.63
2020-06-01T00:00:00-07:00,5151,55.02,16373,0.79
2020-06-01T00:00:00-07:00,101149,64.28,9070,0.89
2020-06-01T00:00:00-07:00,102296,59.34,13622,0.61
2020-06-01T00:00:00-07:00,102297,65.33,14487,0.55
2020-06-01T00:00:00-07:00,100362,59.64,16758,0.17
2020-06-01T00:00:00-07:00,100801,59.89,11006,0.94
2020-06-01T00:00:00-07:00,100938,55.09,12588,1.64
2020-06-01T00:00:00-07:00,101150,56.11,17689,0.42
2020-06-01T00:00:00-07:00,1000102,59.86,2614,0.38
2020-06-01T00:00:00-07:00,5781,53.5,11144,1.01
2020-06-01T00:00:00-07:00,101151,61.09,15482,0.39
2020-06-01T00:00:00-07:00,101020,60.86,7435,1.35
2020-06-01T00:00:00-07:00,100937,58.6,13533,0.84
2020-06-01T00:00:00-07:00,100763,68.57,9193,1.1
2020-06-01T00:00:00-07:00,101152,64.91,15322,0.37
2020-06-01T00:00:00-07:00,100187,32.63,9425,2.06
2020-06-01T00:00:00-07:00,101153,59.14,13981,0.75
2020-06-01T00:00:00-07:00,100805,57.63,13903,0.49
2020-06-01T00:00:00-07:00,100936,54.98,10981,0.89
2020-06-01T00:00:00-07:00,5780,52.45,20224,0.83
2020-06-01T00:00:00-07:00,100551,63.59,7671,1.46
2020-06-01T00:00:00-07:00,100086,58.79,15303,0.26
2020-06-01T00:00:00-07:00,100042,56.32,18252,0.66
2020-06-01T00:00:00-07:00,101154,61.87,15778,0.71
2020-06-01T00:00:00-07:00,1000103,49.72,3755,1.14
2020-06-01T00:00:00-07:00,101155,65.3,14145,0.68
2020-06-01T00:00:00-07:00,101156,58.2,12184,0.47
2020-06-01T00:00:00-07:00,101041,61.01,10586,1.57
2020-06-01T00:00:00-07:00,1000185,56.73,16472,0.67
2020-06-01T00:00:00-07:00,100762,61.73,13822,1.22
2020-06-01T00:00:00-07:00,101059,56.47,14593,0.86
2020-06-01T00:00:00-07:00,100935,58.74,8051,0.84
2020-06-01T00:00:00-07:00,1000090,59.98,6945,0.95
2020-06-01T00:00:00-07:00,101032,57.37,14371,0.2
2020-06-01T00:00:00-07:00,5779,59.12,11278,0.74
2020-06-01T00:00:00-07:00,101157,60.27,15167,0.46
2020-06-01T00:00:00-07:00,101029,58.63,12949,0.4
2020-06-01T00:00:00-07:00,100927,66.86,9046,1.15
2020-06-01T00:00:00-07:00,100176,59.6,8923,0.89
2020-06-01T00:00:00-07:00,1000078,68.2,13689,0.41
2020-06-01T00:00:00-07:00,101158,64.35,12387,0.43
2020-06-01T00:00:00-07:00,101160,65.7,7385,0.76
2020-06-01T00:00:00-07:00,1000167,57.59,14920,0.44
2020-06-01T00:00:00-07:00,100926,60.39,12490,1.28
2020-06-01T00:00:00-07:00,100817,62.86,11121,0.46
2020-06-01T00:00:00-07:00,100557,68.79,13076,1.54
2020-06-01T00:00:00-07:00,101161,69.32,6405,0.72
2020-06-01T00:00:00-07:00,100761,57.28,11832,1.32
2020-06-01T00:00:00-07:00,100087,65.29,5498,0.23
2020-06-01T00:00:00-07:00,1000084,58.65,8624,0.51
2020-06-01T00:00:00-07:00,5063,59.59,9572,0.62
2020-06-01T00:00:00-07:00,5778,58.02,13595,0.74
2020-06-01T00:00:00-07:00,5802,59.79,8376,0.9
2020-06-01T00:00:00-07:00,101060,63.31,14710,0.76
2020-06-01T00:00:00-07:00,1000165,59.38,5802,0.5
2020-06-01T00:00:00-07:00,101031,53.06,11210,0.22
2020-06-01T00:00:00-07:00,100925,56.04,11964,1.38
2020-06-01T00:00:00-07:00,101162,55.81,2871,2.27
2020-06-01T00:00:00-07:00,101163,59.84,5535,2.12
2020-06-01T00:00:00-07:00,101164,65.87,5838,1.92
2020-06-01T00:00:00-07:00,100760,55.38,7514,1.08
2020-06-01T00:00:00-07:00,101019,70,8235,0.4
2020-06-01T00:00:00-07:00,100924,63.45,10435,1.26
2020-06-01T00:00:00-07:00,5777,51.94,18210,0.83
2020-06-01T00:00:00-07:00,1000104,48.17,4225,1.18
2020-06-01T00:00:00-07:00,101165,61.56,7746,2.32
2020-06-01T00:00:00-07:00,100188,52.25,16584,0.9
2020-06-01T00:00:00-07:00,101061,57.77,6234,0.2
2020-06-01T00:00:00-07:00,100923,56.56,14462,1.42
2020-06-01T00:00:00-07:00,100818,74.36,5236,0.25
2020-06-01T00:00:00-07:00,100555,61.72,12936,1.72
2020-06-01T00:00:00-07:00,101166,62.31,13177,2.3
2020-06-01T00:00:00-07:00,101167,67.69,7726,2.11
2020-06-01T00:00:00-07:00,100794,51.45,6591,0.81
